Name;PotD;HoH;EO;Id;Aggro;DangerLevel;Patrol;BossOrAdd;Special
merciless mercenary;;;;2862;;;;;
murderous mercenary;;;;2863;;;;;
seasoned bodyguard;;;;2864;;;;;
stern bodyguard;;;;2865;;;;;
holed mole;;;;2866;;;;;
Roegadyn ruffian;;;;2867;;;;;
armed refugee;;;;2868;;;;;
saber-rattling swordsman;;;;2869;;;;;
shield-rapping swordsman;;;;2870;;;;;
malodorous morbol;;;;2871;;;;;
Hoary Boulder;;;;2872;;;;;
Coultenet the Cultured;;;;2873;;;;;
scabrous hapalit;;;;2874;;;;;
loyal heretic;;;;2875;;;;;
giant treant;;;;2876;;;;;
sylph in Scion's clothing;;;;2877;;;;;
Beigad;;;;2878;;;;;
Darkwight in disguise;;;;2879;;;;;
dacite golem;;;;2880;;;;;
rhyodacite golem;;;;2881;;;;;
kobold packman;;;;2882;;;;;
kobold driver;;;;2883;;;;;
interceptor node;;;;2884;;;;;
interceptor drone;;;;2885;;;;;
Kum Kum;;;;2886;;;;;
Cieldalaes mantis;;;;2887;;;;;
Cieldalaes hornet;;;;2888;;;;;
sifaka;;;;2889;;;;;
harpeia;;;;2890;;;;;
iron leg trap;;;;2891;;;;;
zuzeca;;;;2892;;;;;
kulili;;;;2893;;;;;
ninki nanka;;;;2894;;;;;
nanka;;;;2895;;;;;
treasure coffer;;;;2896;;;;;
sallet crab;;;;2897;;;;;
Cieldalaes crawler;;;;2898;;;;;
cyclomedusa;;;;2899;;;;;
seawater sprite;;;;2900;;;;;
sasquatch;;;;2901;;;;;
smallfoot sifaka;;;;2902;;;;;
Sjoorm;;;;2903;;;;;
kraken;;;;2904;;;;;
kraken's arm;;;;2905;;;;;
tentacle;;;;2906;;;;;
geyser;;;;2907;;;;;
sabotender fugitivo;;;;2909;;;;;
18-ponze cannon;;;;2910;;;;;
Bombard blank;;;;2911;;;;;
festive mortar;;;;2912;;;;;
clockwork champion;;;;2913;;;;;
gargoyle usher;;;;2914;;;;;
vodoriga usher;;;;2915;;;;;
nykk;;;;2916;;;;;
Lady Amandine;;;;2917;;;;;
will-o'-the-wyke;;;;2918;;;;;
White Joker;;;;2919;;;;;
Stinging Sophie;;;;2920;;;;;
Monarch Ogrefly;;;;2921;;;;;
Phecda;;;;2922;;;;;
Sewer Syrup;;;;2923;;;;;
Ovjang;;;;2924;;;;;
Gatling;;;;2925;;;;;
Albin the Ashen;;;;2926;;;;;
Flame Sergeant Dalvag;;;;2927;;;;;
Skogs Fru;;;;2928;;;;;
Barbastelle;;;;2929;;;;;
Bloody Mary;;;;2930;;;;;
Dark Helmet;;;;2931;;;;;
Myradrosh;;;;2932;;;;;
Vuokho;;;;2933;;;;;
Naul;;;;2934;;;;;
Leech King;;;;2935;;;;;
Forneus;;;;2936;;;;;
Melt;;;;2937;;;;;
Ghede Ti Malice;;;;2938;;;;;
Girtab;;;;2939;;;;;
Alectryon;;;;2940;;;;;
Sabotender Bailarina;;;;2941;;;;;
Maahes;;;;2942;;;;;
Zanig'oh;;;;2943;;;;;
Dalvag's Final Flame;;;;2944;;;;;
Vogaal Ja;;;;2945;;;;;
Unktehi;;;;2946;;;;;
Hellsclaw;;;;2947;;;;;
Nahn;;;;2948;;;;;
Marberry;;;;2949;;;;;
Cornu;;;;2950;;;;;
Marraco;;;;2951;;;;;
Kurrea;;;;2952;;;;;
Laideronnette;;;;2953;;;;;
Wulgaru;;;;2954;;;;;
mindflayer;;;;2955;;;;;
Thousand-cast Theda;;;;2956;;;;;
Zona Seeker;;;;2957;;;;;
Brontes;;;;2958;;;;;
Lampalagua;;;;2959;;;;;
Nunyunuwi;;;;2960;;;;;
Minhocao;;;;2961;;;;;
Croque-mitaine;;;;2962;;;;;
Croakadile;;;;2963;;;;;
the Garlok;;;;2964;;;;;
Bonnacon;;;;2965;;;;;
Nandi;;;;2966;;;;;
Chernobog;;;;2967;;;;;
Safat;;;;2968;;;;;
Agrippa the Mighty;;;;2969;;;;;
bridesmaid;;;;2970;;;;;
ruffled dodo;;;;2971;;;;;
alpha zu;;;;2972;;;;;
territorial zu cockerel;;;;2973;;;;;
territorial zu pullet;;;;2974;;;;;
alpha manticore;;;;2975;;;;;
sombre mimic;;;;2976;;;;;
alpha spriggolem;;;;2977;;;;;
territorial spriggan;;;;2978;;;;;
territorial spriggan;;;;2979;;;;;
alpha wamoura;;;;2980;;;;;
territorial wamouracampa;;;;2981;;;;;
womandragora;;;;2982;;;;;
5th Cohort evocatus;;;;2983;;;;;
salivating simian;;;;2984;;;;;
Ixali fleetbeak;;;;2985;;;;;
Ixali skytalon;;;;2986;;;;;
Qiqirn coddler;;;;2987;;;;;
shale golem;;;;2988;;;;;
Qiqirn eggdropper;;;;2989;;;;;
rummaging harrier;;;;2990;;;;;
×削除予定;;;;2991;;;;;
St. Daniffen's fire;;;;2992;;;;;
waterspout;;;;2993;;;;;
Shiva;;;;2994;;;;;
ice soldier;;;;2995;;;;;
slate golem;;;;2996;;;;;
dripping sallet;;;;2997;;;;;
spelaean slug;;;;2998;;;;;
Sastasha pugil;;;;2999;;;;;
drowned deckhand;;;;3000;;;;;
drowned topman;;;;3001;;;;;
drowned steersman;;;;3002;;;;;
drowned lodesman;;;;3003;;;;;
drowned powder monkey;;;;3004;;;;;
drowned boatswain;;;;3005;;;;;
Reaver parrot;;;;3006;;;;;
beryl crab;;;;3007;;;;;
cave crab;;;;3008;;;;;
grotto piranu;;;;3009;;;;;
brine;;;;3010;;;;;
drowned wench;;;;3011;;;;;
drowned courtesan;;;;3012;;;;;
First Mate Haerstymm;;;;3013;;;;;
Karlabos;;;;3014;;;;;
Captain Madison;;;;3015;;;;;
captain's guard;;;;3016;;;;;
captain's boy;;;;3017;;;;;
captain's leech;;;;3018;;;;;
captain's slave;;;;3019;;;;;
kobold ambusher;;;;3020;;;;;
mysterious assailant;;;;3021;;;;;
Duskwight outlaw;;;;3022;;;;;
Ossuary thaumaturge;;;;3023;;;;;
suspecting citizen;;;;3024;;;;;
ogre pumpkinhead;;;;3025;;;;;
glacier sprite;;;;3026;;;;;
ibex;;;;3027;;;;;
white bear;;;;3028;;;;;
ice bomb;;;;3029;;;;;
Snowcloak goobbue;;;;3030;;;;;
hrimthurs;;;;3031;;;;;
snowclops;;;;3032;;;;;
hybrid gator;;;;3033;;;;;
chary harrier;;;;3034;;;;;
dove aevis;;;;3035;;;;;
burble;;;;3036;;;;;
spriggan tumbler;;;;3037;;;;;
Wandil;;;;3038;;;;;
frost bomb;;;;3039;;;;;
yeti;;;;3040;;;;;
frostbound;;;;3041;;;;;
snowball;;;;3042;;;;;
spriggan icecutter;;;;3043;;;;;
Fenrir;;;;3044;;;;;
icicle;;;;3045;;;;;
Typhon;;;;3046;;;;;
Ultros;;;;3047;;;;;
tentacle;;;;3048;;;;;
summa rudis;;;;3049;;;;;
Belah'dian knight;;;;3050;;;;;
temple mummy;;;;3051;;;;;
cracked Qarn facer;;;;3052;;;;;
temple fox;;;;3053;;;;;
temple mite;;;;3054;;;;;
desert viper;;;;3055;;;;;
traveled tomb raider;;;;3056;;;;;
reckless tomb raider;;;;3057;;;;;
Qarn guardian;;;;3058;;;;;
camptotaur;;;;3059;;;;;
death sickle;;;;3060;;;;;
Belah'dian soul;;;;3061;;;;;
vicegerent's head;;;;3062;;;;;
vicegerent's right hand;;;;3063;;;;;
vicegerent's left hand;;;;3064;;;;;
damaged adjudicator;;;;3065;;;;;
head of the adjudicator;;;;3066;;;;;
arm of the adjudicator;;;;3067;;;;;
tail of the adjudicator;;;;3068;;;;;
sand sphere;;;;3069;;;;;
ruins crawler;;;;3070;;;;;
sabotender emperatriz;;;;3071;;;;;
sabotender soldado;;;;3072;;;;;
sabotender campeador;;;;3073;;;;;
sabotender guardia;;;;3074;;;;;
vicegerent to the Warden;;;;3075;;;;;
mummy flamen;;;;3076;;;;;
Silverscales lurker;;;;3077;;;;;
Silverscales warder;;;;3078;;;;;
bronze pugil;;;;3079;;;;;
pteroc pointer;;;;3080;;;;;
pack ziz;;;;3081;;;;;
sane tonberry;;;;3082;;;;;
Silverscales stabler;;;;3083;;;;;
combat wivre;;;;3084;;;;;
Silverscales sophist;;;;3085;;;;;
sacred standard;;;;3086;;;;;
wivre fodder;;;;3087;;;;;
purulent abscess;;;;3088;;;;;
purulent pustule;;;;3089;;;;;
bavaroid waste;;;;3090;;;;;
Frumious Koheel Ja;;;;3091;;;;;
sacred spear;;;;3092;;;;;
Slithy Zolool Ja;;;;3093;;;;;
（仮）空島中ボス1名称;;;;3094;;;;;
Manxome Molaa Ja Ja;;;;3095;;;;;
sacred standard;;;;3096;;;;;
sacred idol;;;;3097;;;;;
Silverscales zenist;;;;3098;;;;;
goblin gambler;;;;3099;;;;;
leaping lemur;;;;3100;;;;;
Coeurlclaw tailchaser;;;;3101;;;;;
Ixali strongbeak;;;;3102;;;;;
Ixali strongwing;;;;3103;;;;;
Amalj'aa inculcator;;;;3104;;;;;
2nd Cohort princeps;;;;3105;;;;;
2nd Cohort optio;;;;3106;;;;;
Mamool Ja bounder;;;;3107;;;;;
Mamool Ja savant;;;;3108;;;;;
3rd Cohort death claw;;;;3109;;;;;
7th Cohort hoplomachus;;;;3110;;;;;
7th Cohort medicus;;;;3111;;;;;
Eline the Razor;;;;3112;;;;;
7th Cohort centurion;;;;3113;;;;;
7th Cohort sagittarius;;;;3114;;;;;
7th Cohort death claw;;;;3115;;;;;
7th Cohort colossus;;;;3116;;;;;
7th Cohort aquilifer;;;;3117;;;;;
7th Cohort vanguard;;;;3118;;;;;
Ilberd of the Dull Blade;;;;3119;;;;;
Golden Eye Yuyuhase;;;;3120;;;;;
3rd Unit lancer;;;;3121;;;;;
3rd Unit bowman;;;;3122;;;;;
3rd Unit mage;;;;3123;;;;;
flame gladiator;;;;3124;;;;;
flame pugilist;;;;3125;;;;;
flame thaumaturge;;;;3126;;;;;
Yugiri Mistwalker;;;;3127;;;;;
Doma jonin;;;;3128;;;;;
V'kebbe the Stray;;;;3129;;;;;
hired axe;;;;3130;;;;;
hired bow;;;;3131;;;;;
hired muscle;;;;3132;;;;;
Captain Jacke;;;;3133;;;;;
axe-wielding adventurer;;;;3134;;;;;
Yellowjacket patrol;;;;3135;;;;;
arrow-nocking adventurer;;;;3136;;;;;
sword-brandishing adventurer;;;;3137;;;;;
Perimu Haurimu Underfoot;;;;3138;;;;;
Jolly Merchant lodesman;;;;3139;;;;;
Jolly Merchant barber;;;;3140;;;;;
Jolly Merchant waister;;;;3141;;;;;
game fowl;;;;3142;;;;;
Grinning Cur swab;;;;3143;;;;;
Grinning Cur cutter;;;;3144;;;;;
Grinning Cur carpenter;;;;3145;;;;;
Grinning Cur cannonier;;;;3146;;;;;
Grinning Cur stitcher;;;;3147;;;;;
Grinning Cur cap'n;;;;3148;;;;;
the Growler;;;;3149;;;;;
sellsword;;;;3150;;;;;
sellsword captain;;;;3151;;;;;
security mammet;;;;3152;;;;;
Bloody Executioner deckhand;;;;3153;;;;;
Bloody Executioner leech;;;;3154;;;;;
Bloody Executioner boatswain;;;;3155;;;;;
Bloody Executioner gunner;;;;3156;;;;;
Bloody Executioner steersman;;;;3157;;;;;
Bloody Executioner seamster;;;;3158;;;;;
Aisibhir Badwind;;;;3159;;;;;
detonator;;;;3160;;;;;
black sarcophagus;;;;3161;;;;;
onibi;;;;3162;;;;;
ogama;;;;3163;;;;;
Oboro Moonrise;;;;3164;;;;;
Karasu Redbeak;;;;3165;;;;;
imperial shadow;;;;3166;;;;;
imperial nightshadow;;;;3167;;;;;
imperial darkshadow;;;;3168;;;;;
Tsubame Sunrise;;;;3169;;;;;
shadow bat;;;;3170;;;;;
medium circle;;;;3171;;;;;
Gekkai the Blind;;;;3172;;;;;
Ten;;;;3173;;;;;
Chi;;;;3174;;;;;
Jin;;;;3175;;;;;
6th Cohort hoplomachus;;;;3176;;;;;
6th Cohort eques;;;;3177;;;;;
6th Cohort secutor;;;;3178;;;;;
6th Cohort vanguard;;;;3179;;;;;
6th Cohort signifer;;;;3180;;;;;
6th Cohort laquearius;;;;3181;;;;;
hateful harrier;;;;3182;;;;;
Qiqirn plucker;;;;3183;;;;;
Qiqirn roostkeep;;;;3184;;;;;
kobold doorman;;;;3185;;;;;
glaring goodwife;;;;3186;;;;;
impatient son;;;;3187;;;;;
calm daughter;;;;3188;;;;;
Bloody Executioner lodesman;;;;3189;;;;;
lamia bellydancer;;;;3190;;;;;
lamia sharper;;;;3191;;;;;
Imdugud;;;;3192;;;;;
daughter of Imdugud;;;;3193;;;;;
son of Imdugud;;;;3194;;;;;
scouting node;;;;3195;;;;;
Valiant;;;;3196;;;;;
Kaliya;;;;3197;;;;;
security node;;;;3198;;;;;
weapons node;;;;3199;;;;;
gravity node;;;;3200;;;;;
electric node;;;;3201;;;;;
barofield;;;;3202;;;;;
nanospore cloud;;;;3203;;;;;
Phoenix;;;;3204;;;;;
blackfire;;;;3205;;;;;
redfire;;;;3206;;;;;
fountain of fire;;;;3207;;;;;
Phoenix-Egi;;;;3208;;;;;
bennu;;;;3209;;;;;
Bahamut Prime;;;;3210;;;;;
dark aether;;;;3211;;;;;
the shadow of Meracydia;;;;3212;;;;;
the storm of Meracydia;;;;3213;;;;;
the pain of Meracydia;;;;3214;;;;;
the blood of Meracydia;;;;3215;;;;;
the sin of Meracydia;;;;3216;;;;;
the gust of Meracydia;;;;3217;;;;;
ice boulder;;;;3218;;;;;
Snowcloak wolf;;;;3219;;;;;
northern bateleur;;;;3220;;;;;
magicked trap;;;;3221;;;;;
head of fire;;;;3222;;;;;
head of ice;;;;3223;;;;;
head of thunder;;;;3224;;;;;
head of poison;;;;3225;;;;;
●サボテンダーくん;;;;3226;;;;;
five-headed dragon;;;;3227;;;;;
prominence;;;;3228;;;;;
dragonfire fly;;;;3229;;;;;
poison slime;;;;3230;;;;;
Angra Mainyu;;;;3231;;;;;
Grim Reaper;;;;3232;;;;;
final hourglass;;;;3233;;;;;
Cerberus;;;;3234;;;;;
unknown;;;;3235;;;;;
wolfsbane;;;;3236;;;;;
gastric juice;;;;3237;;;;;
stomach wall;;;;3238;;;;;
electron;;;;3239;;;;;
Cloud of Darkness;;;;3240;;;;;
hypercharged cloud;;;;3241;;;;;
shadowlurker;;;;3242;;;;;
garm;;;;3243;;;;;
two-headed dragon;;;;3244;;;;;
sacrificed ninja;;;;3245;;;;;
sacrificed kunoichi;;;;3246;;;;;
Queen Scylla;;;;3247;;;;;
Thor;;;;3248;;;;;
Jormungand;;;;3249;;;;;
Xande's clone;;;;3250;;;;;
Atomos Prime;;;;3251;;;;;
sacrificed soldier;;;;3252;;;;;
（仮）空島中ボス2名称;;;;3253;;;;;
（仮）空島ボス名称;;;;3254;;;;;
circling condor;;;;3255;;;;;
megalotragus;;;;3256;;;;;
lordstool;;;;3257;;;;;
demonic rose;;;;3258;;;;;
ruins wamoura;;;;3259;;;;;
hedgerow ochu;;;;3260;;;;;
leafminer;;;;3261;;;;;
knotty treant;;;;3262;;;;;
ruins wamouracampa;;;;3263;;;;;
foxglove;;;;3264;;;;;
strangulating ivy;;;;3265;;;;;
vodoriga slicer;;;;3266;;;;;
gneissic gargoyle;;;;3267;;;;;
void syrup;;;;3268;;;;;
faultfinder;;;;3269;;;;;
skainsmate;;;;3270;;;;;
demon wall;;;;3271;;;;;
Anchag;;;;3272;;;;;
foreboding statue;;;;3273;;;;;
boogyman;;;;3274;;;;;
boogyman;;;;3275;;;;;
luminescence;;;;3276;;;;;
bloodmoon sacrifice;;;;3277;;;;;
nat'zoii Vundu;;;;3278;;;;;
bloodmoon martyr;;;;3279;;;;;
Ferdiad;;;;3280;;;;;
abyssal scythe;;;;3281;;;;;
abyssal lance;;;;3282;;;;;
wicked jester;;;;3283;;;;;
suppuration;;;;3284;;;;;
cankerous gobbet;;;;3285;;;;;
troubadour;;;;3286;;;;;
Nabriales;;;;3287;;;;;
grey wolf;;;;3288;;;;;
dark aether isten;;;;3289;;;;;
dark aether sina;;;;3290;;;;;
dark aether salas;;;;3291;;;;;
shadow sprite;;;;3292;;;;;
aetherial tear;;;;3293;;;;;
extension;;;;3294;;;;;
assault system α;;;;3295;;;;;
assault system β;;;;3296;;;;;
assault system γ;;;;3297;;;;;
forbidden gate;;;;3298;;;;;
Aka Manah's daewa;;;;3299;;;;;
Angra Mainyu's daewa;;;;3300;;;;;
toxic slime;;;;3301;;;;;
dark cloud;;;;3302;;;;;
dark storm;;;;3303;;;;;
Enkidu;;;;3304;;;;;
dragon's head;;;;3305;;;;;
iron chain;;;;3306;;;;;
woken wind;;;;3307;;;;;
first ward;;;;3308;;;;;
second ward;;;;3309;;;;;
third ward;;;;3310;;;;;
fourth ward;;;;3311;;;;;
Arc of the Worthy;;;;3312;;;;;
powder keg;;;;3313;;;;;
dragonkiller;;;;3314;;;;;
Ishgardian heavy infantry;;;;3315;;;;;
Temple chirurgeon;;;;3316;;;;;
Ishgardian archer;;;;3317;;;;;
Ishgardian light infantry;;;;3318;;;;;
Temple banneret;;;;3319;;;;;
Lucia the Radiant;;;;3320;;;;;
Horde wyvern;;;;3321;;;;;
Horde shield dragon;;;;3322;;;;;
Horde dragonfly;;;;3323;;;;;
Horde armored dragon;;;;3324;;;;;
Horde dragon;;;;3325;;;;;
Horde aevis;;;;3326;;;;;
Horde transcendent;;;;3327;;;;;
Horde drake;;;;3328;;;;;
Horde biast;;;;3329;;;;;
Vishap;;;;3330;;;;;
snare;;;;3331;;;;;
black marketeer bodyguard;;;;3332;;;;;
black marketeer bodyguard head;;;;3333;;;;;
7th Cohort signifer;;;;3334;;;;;
7th Cohort reaper;;;;3335;;;;;
Horde scout;;;;3336;;;;;
Horde commander;;;;3337;;;;;
Horde runner;;;;3338;;;;;
assault wyvern;;;;3339;;;;;
morgawr;;;;3340;;;;;
violet flytrap;;;;3341;;;;;
Snakemolt bat;;;;3342;;;;;
Snakemolt treant;;;;3343;;;;;
Amdapori wraith;;;;3344;;;;;
Senor Sabotender;;;;3345;;;;;
brazen bandit;;;;3346;;;;;
bearingless bandit;;;;3347;;;;;
beady-eyed bandit;;;;3348;;;;;
son of the keeper;;;;3349;;;;;
cermet coblyn;;;;3350;;;;;
hull nix;;;;3351;;;;;
lake nanka;;;;3352;;;;;
harness snipper;;;;3353;;;;;
codpiece clipper;;;;3354;;;;;
lake pugil;;;;3355;;;;;
6th Cohort bit;;;;3356;;;;;
6th Cohort vanguard;;;;3357;;;;;
6th Cohort colossus;;;;3358;;;;;
6th Cohort signifer;;;;3359;;;;;
6th Cohort secutor;;;;3360;;;;;
6th Cohort eques;;;;3361;;;;;
6th Cohort laquearius;;;;3362;;;;;
6th Cohort centurion;;;;3363;;;;;
6th Cohort death claw;;;;3364;;;;;
silver falcon;;;;3365;;;;;
loyal wyvern;;;;3366;;;;;
loyal biast;;;;3367;;;;;
loyal dragonfly;;;;3368;;;;;
Einhander;;;;3369;;;;;
astraea;;;;3370;;;;;
auxiliary ceruleum tank;;;;3371;;;;;
main ceruleum tank;;;;3372;;;;;
magitek gunship;;;;3373;;;;;
Midgardsormr;;;;3374;;;;;
mirage dragon;;;;3375;;;;;
Quickthinx Allthoughts;;;;3376;;;;;
windcaller;;;;3377;;;;;
magitek field generator;;;;3378;;;;;
magitek field inductor;;;;3379;;;;;
howling Atomos;;;;3380;;;;;
moaning Atomos;;;;3381;;;;;
roaring Atomos;;;;3382;;;;;
race attendant;;;;3383;;;;;
enormous egg;;;;3384;;;;;
scrambling spriggolem;;;;3385;;;;;
electrogenetic force;;;;3386;;;;;
the Agrius;;;;3387;;;;;
stronghold mylodon;;;;3388;;;;;
snoll;;;;3389;;;;;
nestless falcon;;;;3390;;;;;
muddy zoblyn;;;;3391;;;;;
frostbitten war hound;;;;3392;;;;;
frostbitten soldier;;;;3393;;;;;
frostbitten chirurgeon;;;;3394;;;;;
frostbitten archer;;;;3395;;;;;
frostbitten officer;;;;3396;;;;;
frostbitten conscript;;;;3397;;;;;
frostbitten sentry;;;;3398;;;;;
fading soul;;;;3399;;;;;
hailstorm sprite;;;;3400;;;;;
dusk wolf;;;;3401;;;;;
icetrap;;;;3402;;;;;
muddy zoblyn larva;;;;3403;;;;;
stronghold tursus;;;;3404;;;;;
towering oliphant;;;;3405;;;;;
Ser Yuhelmeric;;;;3406;;;;;
frozen knight;;;;3407;;;;;
frozen chirurgeon;;;;3408;;;;;
Opinicus;;;;3409;;;;;
rubble;;;;3410;;;;;
manikin marauder;;;;3411;;;;;
manikin pugilist;;;;3412;;;;;
manikin conjurer;;;;3413;;;;;
immortalized clockwork soldier;;;;3414;;;;;
immortalized clockwork knight;;;;3415;;;;;
immortalized clockwork dreadnaught;;;;3416;;;;;
flawless empuse;;;;3417;;;;;
shabti;;;;3418;;;;;
flawless naga;;;;3419;;;;;
flawless chimera;;;;3420;;;;;
iksalion;;;;3421;;;;;
immortalized interceptor drone;;;;3422;;;;;
clockwork reservoir;;;;3423;;;;;
immortalized colossus;;;;3424;;;;;
retooled enforcement droid;;;;3425;;;;;
immortalized death claw;;;;3426;;;;;
clockwork predator;;;;3427;;;;;
phantom ray;;;;3428;;;;;
minotaur;;;;3429;;;;;
flawed shabti;;;;3430;;;;;
continuum conservator;;;;3431;;;;;
urstrix;;;;3432;;;;;
flawed naga;;;;3433;;;;;
the Curator;;;;3434;;;;;
clockwork alarum;;;;3435;;;;;
aetherochemical mine;;;;3436;;;;;
repository node;;;;3437;;;;;
Aery wyvern;;;;3438;;;;;
dran Sorn Gahr;;;;3439;;;;;
Aery biast;;;;3440;;;;;
nehd Sorn Gahr;;;;3441;;;;;
thunderbolt sprite;;;;3442;;;;;
cloud chaser;;;;3443;;;;;
Dravanian hornet;;;;3444;;;;;
smoldering dragon;;;;3445;;;;;
slumbering dragon;;;;3446;;;;;
Nidhogg broodling;;;;3447;;;;;
Aery drake;;;;3448;;;;;
lesser Aery dragon;;;;3449;;;;;
Aery diresaur;;;;3450;;;;;
Aery vouivre;;;;3451;;;;;
Rangda;;;;3452;;;;;
leyak;;;;3453;;;;;
blackened statue;;;;3454;;;;;
Gyascutus;;;;3455;;;;;
mustard gas;;;;3456;;;;;
malady;;;;3457;;;;;
Nidhogg;;;;3458;;;;;
the Scarlet Price;;;;3459;;;;;
the Sable Price;;;;3460;;;;;
liegetail;;;;3461;;;;;
Ahleh;;;;3462;;;;;
Oskh;;;;3463;;;;;
liegedrake;;;;3464;;;;;
Estinien Wyrmblood;;;;3465;;;;;
bloodthirsty cur;;;;3466;;;;;
Alexandrian glider;;;;3467;;;;;
Alexandrian strider;;;;3468;;;;;
down wyvern;;;;3469;;;;;
steinbock;;;;3470;;;;;
deepeye;;;;3471;;;;;
bergthurs;;;;3472;;;;;
silver wolf;;;;3473;;;;;
upland mylodon;;;;3474;;;;;
icetrap;;;;3475;;;;;
frost grenade;;;;3476;;;;;
coldwind bateleur;;;;3477;;;;;
slush zoblyn;;;;3478;;;;;
wooly yak;;;;3479;;;;;
gelato;;;;3480;;;;;
archaeornis;;;;3481;;;;;
rheum;;;;3482;;;;;
lone yeti;;;;3483;;;;;
ice commander;;;;3484;;;;;
polar bear;;;;3485;;;;;
ice dragon;;;;3486;;;;;
inland tursus;;;;3487;;;;;
sleet trap;;;;3488;;;;;
grand archaeornis;;;;3489;;;;;
slate yeti;;;;3490;;;;;
sorbet;;;;3491;;;;;
ice zoblyn;;;;3492;;;;;
vindthurs;;;;3493;;;;;
gaelicat;;;;3494;;;;;
gastornis;;;;3495;;;;;
conodont;;;;3496;;;;;
obdella;;;;3497;;;;;
cloudworm;;;;3498;;;;;
paissa;;;;3499;;;;;
sanuwa;;;;3500;;;;;
lan'laii Gundu;;;;3501;;;;;
nat'laii Gundu;;;;3502;;;;;
vuk'laii Gundu;;;;3503;;;;;
wisent;;;;3504;;;;;
dhalmel;;;;3505;;;;;
korrigan;;;;3506;;;;;
wily paissa;;;;3507;;;;;
Abalathian kite;;;;3508;;;;;
Window wamoura;;;;3509;;;;;
Window wamouracampa;;;;3510;;;;;
endymion;;;;3511;;;;;
groundskeeper;;;;3512;;;;;
Vundu totem;;;;3513;;;;;
sanuwa Vundu;;;;3514;;;;;
lan'laii Vundu;;;;3515;;;;;
nat'laii Vundu;;;;3516;;;;;
vuk'laii Vundu;;;;3517;;;;;
6th Legion triarius;;;;3518;;;;;
6th Legion myrmillo;;;;3519;;;;;
6th Legion bestiarius;;;;3520;;;;;
6th Legion veles;;;;3521;;;;;
6th Legion imaginifer;;;;3522;;;;;
tsanahale;;;;3523;;;;;
anzu;;;;3524;;;;;
toco toco;;;;3525;;;;;
griffin;;;;3526;;;;;
lan'loii Vundu;;;;3527;;;;;
nat'loii Vundu;;;;3528;;;;;
vuk'loii Vundu;;;;3529;;;;;
mockingbird totem;;;;3530;;;;;
o'sanuwa Vundu;;;;3531;;;;;
snapper-rook;;;;3532;;;;;
owlbear;;;;3533;;;;;
clockwork engineer;;;;3534;;;;;
clockwork paladin;;;;3535;;;;;
clockwork harvestman;;;;3536;;;;;
enforcement droid;;;;3537;;;;;
lamia thelytoke;;;;3538;;;;;
lamia cybrid;;;;3539;;;;;
Allagan chimera;;;;3540;;;;;
empuse;;;;3541;;;;;
corpse flower;;;;3542;;;;;
proto-naga;;;;3543;;;;;
reptoid;;;;3544;;;;;
6th Legion vanguard;;;;3545;;;;;
6th Legion hoplomachus;;;;3546;;;;;
6th Legion laquearius;;;;3547;;;;;
6th Legion eques;;;;3548;;;;;
6th Legion secutor;;;;3549;;;;;
6th Legion signifer;;;;3550;;;;;
clockwork bit;;;;3551;;;;;
adamantite claw;;;;3552;;;;;
Mark III magitek colossus;;;;3553;;;;;
Meracydian falak;;;;3554;;;;;
syricta;;;;3555;;;;;
Meracydian vouivre;;;;3556;;;;;
Meracydian brobinyak;;;;3557;;;;;
Meracydian dragonet;;;;3558;;;;;
Meracydian amphiptere;;;;3559;;;;;
Meracydian dragon;;;;3560;;;;;
warspite;;;;3561;;;;;
sphinx;;;;3562;;;;;
feather flea;;;;3563;;;;;
wild chocobo;;;;3564;;;;;
bandersnatch;;;;3565;;;;;
brown bear;;;;3566;;;;;
Dravanian aevis;;;;3567;;;;;
melia;;;;3568;;;;;
clearwater ninki nanka;;;;3569;;;;;
clearwater nanka;;;;3570;;;;;
loaghtan;;;;3571;;;;;
dragonfly watcher;;;;3572;;;;;
Gnath firedrone;;;;3573;;;;;
Gnath steeldrone;;;;3574;;;;;
Gnath cultivator;;;;3575;;;;;
Dravanian wyvern;;;;3576;;;;;
miacid;;;;3577;;;;;
forelands hippocerf;;;;3578;;;;;
gallimimus;;;;3579;;;;;
lesser hydra;;;;3580;;;;;
vinegaroon;;;;3581;;;;;
tyrannosaur;;;;3582;;;;;
Gnath haildrone;;;;3583;;;;;
Gnath irondrone;;;;3584;;;;;
Gnath forager;;;;3585;;;;;
thunder dragon;;;;3586;;;;;
bone aevis;;;;3587;;;;;
golden bandersnatch;;;;3588;;;;;
dragonfly tracer;;;;3589;;;;;
loth firedrone;;;;3590;;;;;
loth steeldrone;;;;3591;;;;;
loth cultivator;;;;3592;;;;;
tarantula hawk;;;;3593;;;;;
damselfly;;;;3594;;;;;
ratel;;;;3595;;;;;
wildebeest;;;;3596;;;;;
narbrooi;;;;3597;;;;;
goblin brandisher;;;;3598;;;;;
goblin tinkerer;;;;3599;;;;;
goblin sharpshooter;;;;3600;;;;;
goblin glider;;;;3601;;;;;
espertype magitek vangob G-III;;;;3602;;;;;
crawler;;;;3603;;;;;
Orn kite;;;;3604;;;;;
great morbol;;;;3605;;;;;
sun bear;;;;3606;;;;;
poroggo;;;;3607;;;;;
opken;;;;3608;;;;;
cockatrice;;;;3609;;;;;
okeanis;;;;3610;;;;;
sun leech;;;;3611;;;;;
